index,comment,선호도,비속어,성,정치,국가,인종,지역,세대,사회계층,외모,기타혐오
3034,ㄹㅇ 씹 꼴잘알들 ㅋ,2,,,,,,,,,,
3035,사진 저렇게 자연스럽게 찍힐일이 사실 잘 없거든. 받으면 진짜 기분 좋을듯.,2,0,0,0,0,,0,0,0,0,0
3036,소닉ㅋㅋㅋㅋㅋㅋ,2,0,0,0,0,,0,0,0,0,0
3038,ㅆ으면 또터짐 ㅋㅋ 화석은 그런 존재임,2,,,,,,,,,,
3039,아빠왔노의 고장경상도는 진짜 이국적이노,2,,,,,,,,,,
3041,쿠쿠 케리,2,,,,,,,,,,
3044,혜화역에서 시위하던 세대들이노ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2,,,,,,,,,,
3046,지부터가 예외를 만드메,2,0,0,0,0,,0,0,0,0,0
3047,오 영상 올라갔다,2,0,0,0,0,,0,0,0,0,0
3048,그러니까 요약하면 여시가 남 빌라 앞에다가 무단 주차해놓고 그 빌라 세입자의 전화를 3번 연속으로 안받았다는거네? 그래서 빌라 세입자가 보복성 주차 한거고. ㅋㅋㅋㅋㅋ,2,,,,,,,,,,
3049,알약에 아스파탐 들어간게 너무너무너무 많다,2,0,0,0,0,,0,0,0,0,0
3051,아직 보내면 안돼,2,0,0,0,0,,0,0,0,0,0
3052,스텔라 바이럴임?,2,,,,,,,,,,
3053,ㄴ ㅔ ㄴ ㅔ 대표님~~~ㅋㅋㅋㅋ,2,,,,,,,,,,
3054,자세와 주법의 문제임.. 모든운동의 부상은 잘못된자세에서옴... 달리기도 무조건 미드풋 으로 뛰어야함.. 안그럼 ㄹㅇ 좃댄다,2,1,,,,,,,,,
3056,와 막짤 오른쪽흑녀 다리 한짝이 옆에 여자 몸통이고 ㅋㅋㅋ,2,,,,,,,,,1,
3057,맛있겠다. 근데 비추가 왤케 믾노??,2,,,,,,,,,,
3059,아니 그래서 낙타 150마리 복제해서 어따쓰는데 씨부랄 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2,1,,,,,,,,,
3060,ㄹㅇ참으며 하는 자체도 재능인데 이미 재능을 가져서 이겨놓고 저런말 하는거 솔직히 화가남,2,,,,,,,,,,
3063,사실 자원 뻿기기 싫어서 통일이 싫다가 문제가 아니라 애초에 자원이 있다는 것부터 구라다,2,,,,,,,,,,
3064,멧돼지 새끼급이네 ㅋㅋ 진짜 큰거 숫놈이랑 박았으면 니 차 앞 범퍼 다 박살남 ㅋㅋㅋ,2,1,,,,,,,,,
3065,틀향 ㅋㅋ거의 쵸비츠 러브히나 수준 아닌가,2,,,,,,,,,,
3066,갓본...,2,,,,,,,,,,
3067,저게 대박인게 쟤넨 노숙자나 장애인도 일 안하고도 나라에서 집도 주고 인간답게 살더라,2,,,,,,,,,,
3068,보통 도배 존나 관심 안가지지않나 오늘따라 도배에 관심 존나주네 삭제된것도 신기,2,1,,,,,,,,,
3069,원래 사람 무릎은 골반보다 살짝 안쪽인데..,2,,,,,,,,,,
3070,게임에 나오는 한국 거리같다,2,0,0,0,0,,0,0,0,0,0
3071,이제 갤러리도 바이럴질이네,2,,,,,,,,,,
3072,파란만장하네,2,0,0,0,0,,0,0,0,0,0
3075,부심 부리는거 같아서 나도 요즘 그냥 대리 맡기는데.. 발렛모드로 설정하고 키 넘겨줘도 불안하긴함.. 악셀 밟는 감도에 적응을 못하겠다더라,2,,,,,,,,,,
3078,칭챙총 징자오 와자오 징얼쓰 취얼자오 이지랄 해대는데 누가 보고 싶겠냐? ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2,,,,,,,,,,
3079,국가재정에 돈이 없는데 어쩔건데 어쩔건데,2,,,,,,,,,,
3081,대체로 여시 주연령층이 30~40이라 그럼. 주요연령층이나 대화내용보면 이해될거다. 30~40대가 사용하던 인터넷 용어 잘 모르면 끼어들기힘듬. 반대로 그덕분에 여성시대 언어가 이해하기 쉬운편임. 10~20 여성 커뮤니티는 이해하기 힘들거,2,,,,,,,,,,
3082,만 25세면 나랑 동갑이네 차이점은 난 해군을 전역했다는거 ㅋㅋ,2,,,,,,,,,,
3083,찾아보니까 밀치고탄 동양인 자체가 없었다함 영국인이 자기가 보고 한 말도 아니고 그냥 증언 자체가 구라임 ㅋㅋ,2,,,,,,,,,,
3084,서울역 가면 볼 수 있는 풍경 ㅋㅋㅋ,2,0,0,0,0,,0,0,0,0,0
3085,갑자기 집주인커브는 왜꺾노 아파트 사는 사람들이 다 건축하는 사람도 아니고 시공현장을 본것도 아닌데 그걸 어떻게 알고 항의하라고 집주인으로 꺾노,2,,,,,,,,,,
3086,"프렌차이즈 부연설명이 조금 더 있었으면 좋았겠지만, 이렇게 게시글 만들어서 저격 박고 천성은 못 고친다 같은 개주접 떨 정도는 아닌 듯",2,,,,,,,,,,
3087,송변배전라인 단선되면 니가 누리는 모든 문명이 중단된다고 보면됨,2,,,,,,,,,,
3090,수신료 수납원 채용공고 뜨겠노,2,0,0,0,0,,0,0,0,0,0
3091,미호강 제방이 터졌다고 함 이게 갑작스런 침수의 원인,2,,,,,,,,,,
3094,야 포항은 대표 가뭄지역이여.지금 충청도 경기도 비 좃나 오잖아.아직 포항은 비한방울도 안 와서 타죽을 지경이다.,2,,,,,,,,,,
3095,이걸 들어야 됨?,2,0,0,0,0,,0,0,0,0,0
3097,윾식게이야...,2,,,,,,,,,,
3098,거품 지리네,2,,,,,,,,,,
3099,쟤들 저 영상에서 틀린거 엄청 자신감 있게 씨부리더라 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 댓글로 해명하긴 했는데 의사들은 원래 잘 모르는것도 존나 자신감 있게 얘기하더라 종특인가봄,2,1,,,,,,,,,
3100,프리고진 이새끼 대전으로 도피했네,2,1,,,,,,,,,
3101,드루;,2,,,,,,,,,,
3103,솔직히 개병신같은 소린데 어찌보면 그말도 맞는말같음. 의게이 의주빈 있으면 반박좀해주셈,2,1,,,,,,,,,
3105,이딴게 중요하냐?,2,0,0,0,0,,0,0,0,0,0
3106,진짜씨발 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2,1,,,,,,,,,
3107,게: 여긴 어디..?,2,,,,,,,,,,
3108,[KJV흠정역] 요한계시록 21:8 그러나 두려워하는 자들과 믿지 않는 자들과 가증한 자들과 살인자들과 음행을 일삼는 자들과 마법사들과 우상 숭배자들과 모든 거짓말쟁이들은 불과 유황으로 타는 호수에서 자기 몫을 받으리니 이것은 둘째 사망이니라.,2,,,,,,,,,,
3112,아시안 게임이 개 웃음 포인트네 군대만 쏙 뺄라고 아시안만 있는거 같은 느낌이잖아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2,,,,,,,,,,
3115,찔렷놐ㅋㅋㅋㅋㅋㅋ,2,,,,,,,,,,
3116,"나때는 쓰레기같은 선생 많았지만 맘속 깊이 존경할 수 있는 선생님도 많았다. 별 좆도 아닌 이유로 처맞을 때 마다 억울해서 바라는 게 있다면 딱 하나, 체벌 없는 학교였으면 좋겠다는 생각을 간절히 했었는데막상 그런 시대가 오니까 결과가 이렇다니참 기분이 씁쓸하기도 하고 묘하네이건 선생 문제가 아니라 부모 문제가 크겠지",2,1,,,,,,,,,
3117,고양이 한테 생선 맡기는 꼴,2,,,,,,,,,,
3118,뉴스가 너무 과장된거아님? 뭔 유사과학이란 과학은 다믿네 지평설보고 바로내림,2,,,,,,,,,,
3119,말이 생활비지 걍 화대같은거 아님?,2,,,,,,,,,,
3123,ㅋㅋㅋㅅㅂ,2,1,,,,,,,,,
3124,나도 저거 보자마자 이생각함 ㅋㅋ 80%줄만하네~싶엇다,2,,,,,,,,,,
3126,외모지상주의나 신의탑 그림체가 더 깔끔한듯,2,,,,,,,,,,
3127,야비하노,2,,,,,,,,,,
3128,돈 받아도 되겠어,2,,,,,,,,,,
3129,뭐 꼬투리 하나 잡으려고 존나게 털고 다니고있을건데 하나도 안나오는거 보면 소속사 대표 진짜 인생 존나 깔끔하게 살아왔나보네,2,1,,,,,,,,,
3131,광주 인천ㅋㅋ,2,,,,,,,,,,
3132,남자가 이거보면 결혼 더하기 싫어짐 ㅅㄱ,2,,,,,,,,,,
3135,수건을 왜 쓰냐 시발 그까이거 그냥 몸에 불 지르면 싹 다 마른다 이기,2,1,,,,,,,,,
3136,"지 입으로 따먹을라고 팼다고 하는거 보면 아닐거 같긴함, 걍 또라이같음",2,1,,,,,,,,,
3137,배달비 100만원 받아도 저 부자들은 돈 생각 1도 없이 시킬듯 ㅋㅋ 부자들 전용 딸배,2,,,,,,,,,,
3138,딸크나이트 ㅋㅋ,2,,,,,,,,,,
3140,제일 많이 떼먹는건 원청 하청 철근 사장인데 내국인노조만 욕함 ㅋㅋㅋㅋ 감리가 왜 부족하겠냐 ㅋㅋㅋ,2,,,,,,,,,,
3141,해리랑 샐리가 진짜 행복한 개새끼들이노 집구석에서 거세당하고 애완견으로 길러지는 요즘 개새끼들이랑 다르게 짝도 있고 자기 본분에도 충실하고,2,1,,,,,,,,,
3142,이미 재벌한테 팔아버려서 ㅋㅋ 재벌한테 칼맞을까봐 이악물고 변명해야함,2,,,,,,,,,,
3144,해병짜장이였노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2,,,,,,,,,,
3145,신안6박7일(죽을때까지),2,,,,,,,,,,
3146,"팩트) 아무것도없다 단, 오징어 존나 비싸다",2,1,,,,,,,,,
3148,섯드랑니 요 마인?,2,,,,,,,,,,
3150,모지리,2,,,,,,,,,,
3154,근데 어지간히도 선동꺼리 없나보다ㅋㅋㅋ 수준이 사발 웃음벨이네ㅋㅋㅋ,2,,,,,,,,,,
3157,응 니들이 아무리 갓본까봤자 갓본이 더 우월해~,2,,,,,,,,,,
3159,"어차피 사이코 한두놈이 물을 흐리는 건데, 그 선넘는 싸이코들을 통제할 강력한 제재가 없으면 난리 나는 거",2,,,,,,,,,,
3161,어쩔티비 영유아나 지켜,2,,,,,,,,,,
3164,그래도 여우계단은 다시보니 선녀 정도는 되지않았나 ㅋㅋ,2,,,,,,,,,,
3166,넌 변기물먹음?,2,,,,,,,,,,
3167,119 보다 저게 더 효과적일수도 있겠네구급차 안비켜 주는 새끼는 있어도 경찰차 안비켜주는 새끼는 없을테니,2,1,,,,,,,,,
3168,샴푸만 바꿔도 탈모 나아진다는데 광고 믿을 수 있는거 맡냐,2,,,,,,,,,,
3169,하제용 스윙스 이런 놈들이 벤치 잘치잖아 ㅋㅋ,2,1,,,,,,,,,
3170,차량번호를 인식해서 등록된 운전면허증을 띄워주는 기능이 필요하다고 본다,2,,,,,,,,,,
3171,팩트) 한국에 외주 줌. 하청을 맡은 스튜디오 미르 총감독이 청강대 출신이기도함. 덕분에 이번 로이스 레인(슈퍼맨 애인)은 한국계 미국인임,2,,,,,,,,,,
3172,빨라서,2,,,,,,,,,,
3174,저렇게 수도권에서 아득바득 살고싶나,2,,,,,,,,,,
3175,개새끼 목줄만 똑바로해라,2,1,,,,,,,,,
3176,근데 전시안인 ㅋㅋ 내 판단으로 봤을때 외할머니가 찝찝 하네 ㅋㅋ 최진실때도 최진실 삶에 과도하게 이름이 나오고 최진영 때도 과도하게 이름이 나오고 이제는 자녀의 삶에도 과도하게 나오네 ㅋㅋ 왜 갈등이 생기냐면 법적으로 최진실의 엄마인 저 45년생 할머니는 최진실 재산에 별 권한이 없을껄 ㅋㅋ 45년생이면 ... 80세 가까이 됐나 ㅋㅋ 특이하네,2,,,,,,,,,,
3177,돈욕심이 없다 x푼돈에 욕심이 안생긴다 o저사람이 돈벌라고 햇으면 백종원처럼 이미지관리해서 자기사업만들고 연예인 행새하는게 낫지.저사람이 그 이미지로 버는게 없는데 ㅋㅋㅋㅋㅋ희진이나 이런애들은 이미지구축해서 자기사업한거고.저사람은 통장 500억잇어서 그게 신경이 안쓰이는거뿐이지. 차도 S클에 검소하게 살더만 나름,2,,,,,,,,,,
3178,통들통들,2,,,,,,,,,,
3179,페트병보면 절대가기싫뇨,2,,,,,,,,,,
3181,그.. 깃발에는 왜 있는겁니까?,2,,,,,,,,,,
3182,갸라도스 흉악 포켓몬 아님? 뭔 도망을 치노,2,,,,,,,,,,
3186,어디에도 찬반투표라는 소리가 업구만.......글쓴아 너 읍읍..............,2,,,,,,,,,,
3188,잡부나 일용직이지 형틀 철근 미장 이런건 팀단위로 돌아가고 그러기도함,2,,,,,,,,,,
3189,일부러 저러는 거야 쟤들,2,,,,,,,,,,
3190,황럭시,2,,,,,,,,,,
3191,ㅋㅋ 스파이더맨에서 블랙맨되겠노  ㅋㅋㅋㅋㅋ,2,,,,,,,,,,
3192,일본 음식이 더 맛있는데 왜 ㅋㅋ 외국인들 한국 1년 살아보면 음식 질린데 ㅋㅋ,2,,,,,,,,,,
3193,쟤네끼리 하루종일 하는 게 저런 스파링일 텐데,2,,,,,,,,,,
3195,얼마나 손님이 없으면 널널하게 사진도 찍네,2,,,,,,,,,,
3196,p2w는 불평 별로 없음강화 운빨 좆망겜이라 좆같다고 접으면 접었지,2,1,,,,,,,,,
3198,보강토 빼먹고 배차주작치는건 봤어도 철근 빼먹는건 한번도 못봄,2,,,,,,,,,,
3202,이승만은 대한민국은 어디로 가야되나는 시금석을 놓은 정부임. 지금은 당연하니까 그게 먼 업적이냐? 과가 훨씬크지 함.,2,,,,,,,,,,
3204,여기도 숨어있는 의퀴벌레들 존나 많노,2,1,,,,,,,,,
3208,이게 뭐가 문제야? 라고 쓴게 더 문제야 음 그 회사에 그 팬이네,2,,,,,,,,,,
3209,그럼 더더욱 남의 나라에 똥좀 안 갈겨야지,2,,,,,,,,,,
3211,중하하하하하ㅏㅎ하하하 찌융!!! 하하핳하하하ㅏㅎ하하핳,2,,,,,,,,,,
3213,아니 아무 생각없었는데 이글보고 자꾸 의식하게됨 ㅋㅋ,2,,,,,,,,,,
3214,1억 2천 정신병 집단임,2,,,,,,,,,,
3219,지들이 밍기적 거리며 '해죠~'타령 하다가 시장 선점 못해놓고 그 이후로 프로축구 흥행 저조하다고 하면 무조건 '야구가 시장을 선점해서 그렇다.'라며 무려 30년 전 부터 징징 대고 있었음.,2,,,,,,,,,,
3220,동네 시장가서 건강한 똥강아지 만원에 사오면 되는거지 온갖 정신적 학대받은 개를 왜 데려오냐 뭔 짓을 할 지 모르는데,2,,,,,,,,,,
3221,되->돼,2,,,,,,,,,,
3223,중국산 버그 망겜 롤 말고 할만한 게임이 현시점 있나??? 새로나온 디아나 해외는 그나마 발로란트??? ㅠㅠ,2,,,,,,,,,,
3227,존나 화나서 썼나보다문장이 엉망진창이네,2,1,,,,,,,,,
3228,중국놈취급 받으면 ㅈㄴ 기분 나쁠듯,2,1,,,,1,,,,,
3230,윤석렬 찍었을듯,2,,,,,,,,,,
3231,정상인특= 둘다모름,2,,,,,,,,,,
3232,팬들끼리 뭐 누가 어쩌고 이지랄하면서 싸움할 때 좆까고 걍 정보공개된 매출 보면 됨,2,1,,,,,,,,,
3234,저 나이에 일반의로 청담동 원장? 절대 자수성가 아님,2,,,,,,,,,,
3236,미정갤애 온듯한 숨막힘,2,,,,,,,,,,
3237,대형견은 진짜 아무리 착하고 똑똑해도 기본 체급이 있어서 키우기 빡셈. 반대로 소형견은 성격 개지랄같아도 결국 체급때문에 감당이 되니까 어지간하면 키울만함,2,,,,,,,,,,
3238,"우리 누난 맨날 이상한 선물해서 아버지 어머니 맨날 하시는 말 '사지마! 아무것도 하지마! 뭘 하려고 생각 조차 하지마, 그게 도와주는 거야' ㅋㅋㅋㅋㅋㅋ",2,,,,,,,,,,
3239,돌 굴려서 훔쳐도 훔친거 다들통나겠네 ㅋㅋ,2,,,,,,,,,,
3244,"팩트) 의사말은 진리도 아니고, 법도 아니다.",2,,,,,,,,,,
3245,일반사람들은 별로일듯요리 자주하는 애들은 저거사서 양파 토마토 양상추만 넣어도 맛있을듯,2,,,,,,,,,,
3246,fc2는 인정이지,2,,,,,,,,,,
3248,뭘 본거노,2,,,,,,,,,,
3250,코비 무능력자인데 왜 저걸 못 부수는거임?,2,,,,,,,,,,
3251,동북공정 게시물 꾸준히 올리네 ㅋㅋㅋ,2,,,,,,,,,,
3254,재인아 도아조~,2,,,,,,,,,,
3255,처형식이 왜 있는데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2,,,,,,,,,,
3256,인도계 학생들이 ㅈㄴ 좋아라하겠네,2,1,,,,,,,,,
3257,강당들어왔으면 발굴려라아아악 누가뛰랬냐아아악,2,,,,,,,,,,
3258,한국에서는 필요없는 도구노ㅋㅋ,2,,,,,,,,,,
3259,휴 이래서 직장인보다 백수가 짱이다,2,,,,,,,,,,
3260,훠훠 사람이 먼저다,2,,,,,,,,,,
3261,알바게이 부적 면역이다 이기 ㅋㅋ,2,,,,,,,,,,
3262,미국에는 그런 문화가 있나보군요,2,,,,,,,,,,
3263,서울대 수학과 여자애가 2년 이상 준비해도 너무 힘들다고 눈물 흘리는게 중고등학교 임용시험임 물론 비인기 과목은 덜하겠지만,2,,,,,,,,,,
3264,시발 걍 툭하면 트레이싱이노이젠 새로운 구도 그릴수 있는게 있냐 그럼?,2,1,,,,,,,,,
3265,"저런 거지선동에 속는 사람들은 왜 아직도 모르는 걸까? 정치인의 유일한 목적은 선거에서 승리하기 위한 ""표""임, 즉 당과 개인의 사익이라는 거지, 그들에게 진실은 중요하지 않음, 그저 대중들을 거짓선동으로 분열 시켜서 표만 잡아먹으면 그만이라고 생각함.. 그렇다면 지금까지 그들의 거짓선동 사건에는 뭐가 있을까? 1)광우병선동 2)미군철수 선동 3)사드전자파 선동) 4)제주해군기지 환경문제 선동 5)과거사로 반일선동 6)이태원 죽음을 정치적으로 이용 등등",2,,,,,,,,,,
3267,한국만큼 사회 사다리가 잘 되어 잇는 곳도 없지. 환경시치 핑계 대기 제일 힘든 나라들 중 하나,2,,,,,,,,,,
3268,구치소 지네 집 옆에 짓겠다고 하면 뒤집어져서 지랄할 거면서 ㅋㅋㅋ,2,1,,,,,,,,,
3269,에휴..국제정세를 이렇게 모르노 ㅋㅋㅋ중국이 븅신도 아니고 그냥 대놓고 무력으로 침공하겠냐 ㅋㅋㅋ중국과 미국이 서로 이해관계가 맞아떨어지는순간이 오면 미국과 UN의 관망과 방치속에서 중국은 손쉽게 대만 먹어버리는거다,2,1,,,,,,,,,
3271,비노보다 출력 안나올걸? ㅋㅋ,2,,,,,,,,,,
3272,찰리 표정 ㅋㅋㅋㅋㅋㅋㅋ,2,,,,,,,,,,
3273,그마저도 닼닼의 에셋스토어산 에셋중 15% 정도 겹치는거고 겹치는 에셋들은 빠짐없이 전부다 (오비탈마켓 기준)에셋스토어 인기순 10개항목 내외로 들어오는 상위권 에셋이고그마저도 p3 에셋은 닼닼의 부분집합이 아니고 교집합이 있을 뿐임,2,,,,,,,,,,
3275,아빠가 바람펴도 저딴소리할까 ㅋㅋㅋ,2,,,,,,,,,,
3276,어차피 남에 전쟁인데 알빠노 지들끼리 알아서하라해 관심 없으니까,2,,,,,,,,,,
3277,"왜 이렇게 화난 사랄들이 많을까,,, 글쓴이 힘내셈,,,",2,,,,,,,,,,
3280,섬중귀 갤 뭐노 ㅋ,2,,,,,,,,,,
3283,정장아녀도 무조건 바지색에 맞추는대,2,,,,,,,,,,
3284,흡입력 좋아서 다봤네 ㅋㅋㅋㅋㅋ,2,,,,,,,,,,
3289,니하오,2,,,,,,,,,,
3291,시발 무슨 곰기름을 사냐 ㅋㅋㅋㅋ,2,1,,,,,,,,,
3292,ㅋㅋㅋㅋ 왜 개만 고양이만 챙기는건지,2,,,,,,,,,,
3293,오히려 고통없으니 그게낫지않나,2,,,,,,,,,,
3294,있는 차를 타본적이 없음,2,,,,,,,,,,
3296,선빵으로 먼저 조깥이 차를 대는 놈이 이기는 문화 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2,2,,,,,,,,,
3297,요즘 애들이 어떻게 엄정화 아냐? 엄정화 어디 출연함?,2,,,,,,,,,,
3302,와 650마력짜리 택시타면 그냥 내장 다 튀어나올듯,2,,,,,,,,,,
3303,딱 잼민이스럽네ㅋㅋㅋㅋㅋ,2,,,,,,,,,,
3304,정리) 미국주식은 무한대로 계속 오른다,2,,,,,,,,,,
3305,이양반 찐독일사람이어서그래,2,,,,,,,,,,
3306,뭔 근이더여,2,,,,,,,,,,
3307,저기 하수구는 대체 얼마나 깊은곳에서 흐르는거노,2,,,,,,,,,,
3308,"구자욱, 뷰캐넌, 강민호가 세금내면 그거 대구 국축팀이 다 가져간다 이말이야",2,,,,,,,,,,
3309,기계체조 마냥 점프해대는데 춤 타령 풉 ㅋㅋ,2,,,,,,,,,,
3314,오프닝이 안좋아,2,,,,,,,,,,
3315,해군 매듭법으로 매기라도 했나. 매듭법만 보고 남자인지 어떻게 알지 ㄷ,2,,,,,,,,,,
3316,생존갤 씨발 가보니까 존나 웃기네,2,1,,,,,,,,,
3321,"남자 돈 안 보는 여자 많긴함 0으로 결혼하자는거 가능한 여자들,,,문제는 잘생기고 돈 많은 남자가 꼬시면 안 넘어가긴 힘들것임",2,,,,,,,,,,
3322,9S가 시발 킬포네 ㅋㅋ,2,1,,,,,,,,,
3323,어디서 팜?,2,,,,,,,,,,
3327,막짤은 시발 진짜 미래가 될까봐서 두렵다 이대로라면 언젠가 먹히고도 남음,2,1,,,,,,,,,
3328,전과 6범이면 갱생이 불가능하다.,2,,,,,,,,,,
3332,눈꺼풀이 없는 거암 ㅋㅋㅋ,2,,,,,,,,,,
3333,헤드라이트 눈깔 옆으로 안 찢어진거만으로 존나 호감임 ㅋㅋㅋㅋㅋ,2,1,,,,,,,,,
3334,이길수 있었는 ㅅㅂ 그랬으면 1선에서 머라도 했겠지,2,1,,,,,,,,,
3335,씨발 그럼 떨어진 게다리를 같이 줘야 할 거 아냐,2,1,,,,,,,,,
3337,아내두 용돈으로 10만원이상 안쓴다면 이해할수잇는거 아닌가,2,,,,,,,,,,
3338,뭐...결정은 안 하고 이것저것 받아먹어대면서 간만 보면서 질질 끌어대는게 아닌거면 5명 소개팅 받는 여자나 그런 여자와 소개팅 하는 남자나 다 자기들 결정이고 자기들이 알아서 하겠지,2,,,,,,,,,,
3339,그 일베 문화 때문에 지금 나라가 이꼴됨.,2,,,,,,,,,,
3340,IAEA는 못믿지만 아따 유튜버 한명 뭐 자칭 전문가는 믿는다능께 ㅋㅋㅋ,2,,,,,,,,,,
3341,여장하고 싶으면 차라리 성전환하고 당당하게 해라 이게 뭐냐 도대체,2,,,,,,,,,,
3342,크르르르 못참겠다,2,,,,,,,,,,
3343,오송역,2,,,,,,,,,,
3344,랜디존슨 개무섭네  나한테 오다가 스크존으로 들어가 ㅅㅂ ㅋㅋㅋㅋㅋ,2,1,,,,,,,,,
3346,고딩때 했던 놀이인데 위법하고 했냐 안했냐 차이네경찰차나 경찰보고 눈 마주친담에 반대방향으로 뛰면 존나 쫒아옴 몇분 데리고 운동시키다가 친구가 이쪽에서 보인거같길래 뛰었어요 이러면 거짓말치지말라고 신분증 까라하고 저 학생인데요 이러면 주민번호 물어보고 가끔 센터까고 그랬음,2,1,,,,,,,,,
3347,배달음식을 노획해감,2,,,,,,,,,,
3348,진짜 뭐 이런 화도 않나는 별명이 다있지?????????? 진짜??????ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2,,,,,,,,,,
3349,정보) 러시아는 소련 시절에 김일성에게 무기지원을 하여 한국전쟁을 일으키게 도와주었다.,2,,,,,,,,,,
3350,이게 그 헬창들의 필수품이라는?,2,,,,,,,,,,
3353,이거보고 호두 풀롱쳣다,2,,,,,,,,,,
3354,거절하면 나중에 딴데가서 뒷담할거잖아 시발 ㅋㅋㅋㅋ 가불기 걸어놓고 존나 당당하네,2,1,,,,,,,,,
3355,원본 조회수 45 추천0 댓글0인데 알바 본인이 글쓰고 실베로 올리는거임?,2,,,,,,,,,,
3358,"목적지는 어딘데요? ""스위스""",2,,,,,,,,,,
3359,나는 소련 우주견 라이카도 참 불쌍하던데,2,,,,,,,,,,
3360,영아도 엄연한 사람이다. 왜 사람을 죽이고 4년밖에 안나오나?,2,,,,,,,,,,
3361,"""난해하다""가 뭔 뜻인지 모르는줄 알고 싱글벙글해서 들어왔는데 아니었노 ㅋㅋㅋ",2,,,,,,,,,,
3362,석양이....진다.......,2,,,,,,,,,,
3364,리포터가 젤 이쁜데 ㅋㅋㅋ,2,,,,,,,,,,
3366,저거 차량 번호 말고도 경찰청 연계해서 실명도 까버리면 안 됨?진지하게 그러면 운전 ㅈ같이 하는 애들 줄어들텐데,2,1,,,,,,,,,
3367,미립마사아니노?,2,,,,,,,,,,
3368,정권이 바뀐건 다 이유가 있는것..,2,,,,,,,,,,
3370,거친 펜터치감이 맘에 든다,2,,,,,,,,,,
3371,예압 젯또단임,2,,,,,,,,,,
3374,"어려서 돈도 없고 그러면 더치페이 안하고 상대방이 사줄수도있는거지. 특히 어리고 애 낳을 생각 만만이고 그러면. 사실 이게 글쓴이가 말하는 유전자에 새겨진 안전장치 아님? 여성은 30대되면 쓸모가 없어지는것, 유전자에 새겨진 본능적인것이잖아",2,,,,,,,,,,
3375,페이커 보러 간 사람들이 삼성 닷컴 기어 들어갔다가 착석하고 보고 있지 나갈 이유가 있냐? 이 악물고 현실 부정하는거 보니 안쓰럽네 ㅋㅋ,2,,,,,,,,,,
3376,흑흑 대갓본,2,,,,,,,,,,
3377,걍 오줌싸개아님?,2,,,,,,,,,,
3378,세계 4대 문명이 동시에 일어 난 것 처럼 보이지만 사실엄청난. 차이가 있음갓직히 그리스 시대부터 뒤쳐져 있던거그마나도 쟤네가 중세가 있어서 그 정도 차이였던거임,2,,,,,,,,,,
3379,응 손승연이 뉴진스 전 멤버보다 노래 잘해 ㅋㅋㅋㅋㅋ,2,,,,,,,,,,
3380,그럼 느그 엄마가 전문가임?,2,,,,,,,,,,
3382,중국이 동남아나 대만 등으로 우회해서 마약 제조하고 유통시키는거 한두번이 아니지 않나? 한국에 들어오는 마약 대부분이 그런식이라고 들었는데,2,,,,,,,,,,
3383,"정말 의료계쪽 직업이 아님.하지만 사람이 생각이란걸 할 수 있으면 뉴스를 보다가, 이래저래 검색하다  알게 되는거지 하긴 니들은 일반인이 모르길 바라겠지 그래야 너의 고용주분이 이득을 보실테니까 혐오도 열심히 퍼뜨리고개소리 열심히들 씨부려라",2,,,,,,,,,,
3384,업보,2,,,,,,,,,,
3386,대충 검색해봤는데 일본 브랜드고 미국 조지아주 말하는 거인가 보더라,2,,,,,,,,,,
3387,"노비, 노예, 농노는 비록 사회의 맨 아래층에서생활했다는 점에서는 공통점이 있지만 조선, 고대 그리스 로마 그리고 남북전쟁 이전 시기 미국 남부사회, 중세 서유럽의 역사적 경험이 서로 상이했기 때문에 그들의 성격에는 차이가 있었던 것이다",2,,,,,,,,,,
3388,저런거 상대하는게 더 관종인데? 대꾸말고 그냥 신고하면 정신병 댓글은 지워줌,2,,,,,,,,,,
3389,28주후도 재밌는데,2,,,,,,,,,,
3391,역시 남자는 10대도 30대도 60대도 20대여자보면 눈돌아감생리적 현상이라 어쩔 수 없지,2,,,,,,,,,,
3392,진심 길건너친구들 파쿠리같음,2,,,,,,,,,,
3394,총알에 납을 쓴 이유 -> 무거워서 파괴력이 커진다 (0) 가볍다 (X),2,,,,,,,,,,
3395,핵없었으면 아직도 일본은 제국주의지랄하고있을듯ㅋㅋ,2,,,,,,,,,,
3396,존라도에서는 일상입니다 - 그지역주민,2,,,,,,,,,,
